Country,Knot_date_1,Knot_date_2,N_knots,Growth_factor_1,Growth_factor_2,Growth_factor_3,Growth_factor_1_sd,Growth_factor_2_sd,Growth_factor_3_sd,Intercept_1,Intercept_2,Intercept_3,Pois_dev_inc,Pois_dev_cum,BIC,Prob_unequal,N_unequal
Austria,2020-03-16,2020-03-26,2,1.333167457338972,1.1254521379107334,0.9165045941861751,0.033873068478013184,0.009338889187022097,0.003125152159857029,0,178.63517470828535,1346.2340490411164,1083.8254174965166,332.7465324046033,1014.6282132902068,0.44469188192723824,65
Austria,2020-03-17,2020-03-26,2,1.3124405234026262,1.122366973635384,0.9167701974816427,0.029264660214657318,0.009748309030483267,0.003129582050159156,0,193.49487366305254,1342.3696588101593,1368.3767693832224,11017.413516258735,1013.9025373290598,0.01343052808913838,2
Austria,2020-03-18,2020-03-27,2,1.3271892992902965,1.0661734284046984,0.9121280802808077,0.029914707543635028,0.010808668010401404,0.004873569758748769,0,347.6731400196168,1411.972450207577,1430.5219441974054,684.8511266261971,1031.33658555457,0.2160610911581811,32
Austria,2020-03-19,2020-03-20,2,1.308761885681902,1.856230936120645,0.9450574017810912,0.07075970505656143,0.38943798436385324,0.006211853170616746,0,-901.1340570221709,933.058267603351,1335.6067670661903,1760.7845659306236,1054.9985159831363,0.08403622144516,12
Austria,2020-03-22,2020-04-10,2,1.2989977336178022,0.9438235368367107,0.914296258765424,0.01658973807269995,0.006252942926748833,0.016748031245212562,0,999.4601897419916,1390.5194605181136,1425.7202329554984,1511.4616316789677,1034.1604408694911,0.09789840416616964,14
Austria,2020-03-22,2020-04-11,2,1.3011142114417935,0.9423005597407766,0.9158651637806364,0.016827496564323082,0.0061076251908565036,0.018993521038632055,0,1009.7016158866613,1368.0334081263609,1393.1292659297253,2319.526818126586,1034.721419425021,0.06379304629867422,9
Austria,2020-03-22,2020-04-12,2,1.3030699192245665,0.9409637316651656,0.9184446820111113,0.016961815111441444,0.0059544355144694906,0.021097024541755407,0,1018.9668117921544,1329.8648113160275,1367.3297837793507,4348.190801067094,1035.1720821465192,0.03403017219562959,5
Austria,2020-03-22,2020-04-13,2,1.3040471097236603,0.940309936397985,0.9199613631727395,0.017016765780394832,0.005861026928328185,0.022417068112635618,0,1023.5564057384504,1307.3172593645,1370.2081602488947,5960.094207678674,1035.3635257602575,0.024826735374271332,4
Belarus,2020-04-07,NA,1,1.242965829959213,1.0237712417889557,NA,0.31322878615944844,0.007398232763624923,NA,127.05345263392708,280.4896643531071,NA,23482.171127100653,508377.8162536912,779.6972825078865,0.02244681080785639,1
Belarus,2020-04-12,NA,1,1.165799932594294,1.0220851339100054,NA,0.13037490137136945,0.006317081488074839,NA,70.0663767615425,389.97551863276897,NA,4162.501230057934,52106.42163132619,780.1195806517223,0.21900296169056552,13
Belarus,2020-04-13,NA,1,1.1597833496733454,1.0210215565712997,NA,0.06604732787084158,0.005261876736013287,NA,61.25841807386858,418.9863206909428,NA,5283.050929632302,72098.80810449165,779.5094781322211,0.1582753024685143,9
Belarus,2020-04-14,NA,1,1.1567787760090655,1.0198697541380364,NA,0.04389002822489365,0.004787250518666973,NA,51.29898305789564,450.9364178994294,NA,4997.960235397695,69575.87886905932,778.6173301665951,0.1640146103196766,10
Belarus,2020-04-15,NA,1,1.1552175244160439,1.0184420898144944,NA,0.030654370017345448,0.004364279064576532,NA,40.300548283862774,489.0607492115464,NA,4113.9025998038405,56620.67231404926,776.8904224712919,0.20154230237789428,12
Belarus,2020-04-16,NA,1,1.1473030165121034,1.0172953780008773,NA,0.023806473672206174,0.0040979532457708885,NA,35.61309145229613,520.2815678221473,NA,7108.313697007115,109200.91478849367,776.4744119932113,0.10449968008473307,6
Belarus,2020-04-17,NA,1,1.1398997731016378,1.015832397982041,NA,0.01888751473527534,0.003966584984101614,NA,32.70829377019744,554.2875387729821,NA,10931.683261954322,176492.7656858638,774.1160168674612,0.06465681817615591,4
Belarus,2020-04-18,NA,1,1.1244965189237064,1.015364954155231,NA,0.01791459483170809,0.004242505400723742,NA,41.904610089007065,563.4443581175514,NA,24665.639832548488,416700.37077928515,775.2294874322706,0.027385290392271153,2
Belarus,2020-04-19,NA,1,1.1173575994535367,1.0144297763601822,NA,0.015267954540699128,0.004153980490323614,NA,42.74846241220589,587.9571413377056,NA,31295.05757881005,535455.5675039139,775.5669362833007,0.02131168551212118,1
Belarus,2020-04-20,NA,1,1.1099912163769592,1.0137013409600502,NA,0.01385514591629147,0.004230857181633229,NA,46.40216733408281,605.5574738800743,NA,39193.51489702786,676654.2045316298,776.1349416549185,0.01686453817021152,1
Belgium,2020-03-27,2020-04-03,2,1.1989784738078186,1.0483614070438432,0.9656327092746868,0.021518409769827374,0.018517994309988305,0.0023585529168145794,0,939.097411273387,2208.817464634398,2228.614745157225,3696.5948333902115,1735.2815000087637,0.29873328690437156,8
Belgium,2020-03-27,2020-04-04,2,1.1959788901441817,1.0430167032780355,0.9645057363707773,0.019776410867261233,0.015019817454946916,0.0022920103246129317,0,953.7192351104208,2270.3481501451415,2083.5282665721097,17806.847751472007,1732.2150586636965,0.06201523932505622,2
Belgium,2020-03-27,2020-04-05,2,1.1966734358245235,1.0348587871185764,0.9635421240336028,0.01790761203870096,0.011940601044445599,0.0022275560697336146,0,1008.9143346815804,2323.3517520007254,1913.3571146082922,17718.94575480131,1730.166946144631,0.06232289100118411,2
Belgium,2020-03-27,2020-04-06,2,1.1968251897364222,1.030245032983838,0.9627310776499609,0.016635497668604757,0.010136119635196129,0.0021867996750665054,0,1038.6272773523622,2368.0445718317333,1747.8454790266512,15112.973057066052,1727.7913285282054,0.07306940340345962,2
Belgium,2020-03-27,2020-04-07,2,1.1962077405766953,1.0274075184090712,0.9618376003699911,0.015549410371472498,0.008829185873950493,0.002141183133343668,0,1052.4693852151372,2417.241659280547,1647.5631554975323,16906.237316194536,1724.8801320390128,0.06531884678293066,2
Belgium,2020-03-27,2020-04-08,2,1.1960129231818204,1.0241373857563523,0.9607122883871284,0.014256362241434103,0.007512353865650243,0.002070458670639678,0,1071.6439758477936,2479.3005868603477,1587.799757173491,19419.46858828531,1721.810470307473,0.05686540390701198,2
Belgium,2020-03-27,2020-04-09,2,1.1958645749652659,1.0216974670345658,0.9596512996640758,0.013230317513731289,0.006544245757599047,0.002021795561197519,0,1085.9319179479141,2537.998372919492,1527.5297587695432,19346.375772325242,1718.009300978488,0.05708024789387467,2
Belgium,2020-03-27,2020-04-10,2,1.1967707407052008,1.0183030576737189,0.9583414237700749,0.012119868395671498,0.00555931143421136,0.0019789777873628436,0,1112.7460037012902,2610.7675035160264,1468.6015565481634,15365.844305765013,1714.0235812213043,0.07186692139774331,2
Belgium,2020-03-27,2020-04-11,2,1.1989926340152166,1.0144425593778794,0.9571120594567002,0.011271338119503404,0.004795490846777902,0.001974615074429458,0,1150.669715363798,2679.502156761885,1359.1273926301265,5146.2257156639025,1711.5951491838662,0.2145836552740309,6
Belgium,2020-03-28,2020-04-03,2,1.1933382338715384,1.0319590996358718,0.9660186713827777,0.019596182265353573,0.021922110860535204,0.0024372409353664378,0,1175.4856137725951,2187.539306601083,2537.9081174143525,28950.63210130852,1733.608693324468,0.03814410411033697,1
Bosnia and Herzegovina,2020-03-12,2020-03-30,2,1.5611715231236223,1.1587542259325736,0.9850678020250274,0.7399207957768391,0.02286265155449322,0.002829261028651383,0,2.816921080337341,58.917636002474744,139.59612884860334,96.75083487384205,800.5295128675149,0.13003673433280202,6
Bosnia and Herzegovina,2020-03-12,2020-03-31,2,1.7421876867819819,1.1368835836671853,0.9843532731289453,0.7064391362509541,0.019377782289800038,0.002831542575343698,0,4.237128721803575,60.368282999875916,137.14302459718309,96.54204886891478,800.5849419588432,0.13031795739128507,6
Bosnia and Herzegovina,2020-03-12,2020-04-01,2,1.932809224309071,1.1172578253567096,0.9836663287304106,0.6976055864059281,0.016941199262163496,0.0029448208400045164,0,5.70885979266653,61.817288375712124,140.91943745675735,137.93234901566805,800.904884241561,0.09121255964065017,4
Bosnia and Herzegovina,2020-03-12,2020-04-02,2,2.0612315015437748,1.1055661382300692,0.9831800218983677,0.6993308404449363,0.01565448172766561,0.003059392982590576,0,6.6896575431959375,62.86488493944687,146.2321144102331,151.7138955879228,801.2286893746247,0.08292689711915963,4
Bosnia and Herzegovina,2020-03-13,2020-03-30,2,1.4336486876877639,1.1579969326599948,0.9850850714582534,0.4854554023233689,0.023571965558003366,0.002834602863967063,0,3.0321693053054606,58.88270047346792,143.3822900458628,233.61744971706733,800.5125230088822,0.05385369383238951,2
Bosnia and Herzegovina,2020-03-20,2020-03-31,2,1.2405876038186943,1.1282554815873258,0.9845510895477775,0.1057316127228227,0.027725810688395122,0.002877676845950381,0,7.076923700576199,59.960139971130026,141.90254672730535,553.2083894642193,800.5437607777299,0.022742176095976084,1
Bosnia and Herzegovina,2020-03-20,2020-04-01,2,1.2657833045227924,1.105501092572998,0.9839889884243715,0.10186350564964958,0.02315429394878461,0.002955173198473301,0,10.097779352837044,61.13286309526019,132.60057129525296,122.24280965186594,800.5257710496716,0.10291944897860547,5
Bosnia and Herzegovina,2020-03-21,2020-04-06,2,1.2806265950388542,1.049510308503247,0.9825018173825025,0.06844218499113788,0.014443914033063766,0.003489058812986956,0,20.56934950166905,64.39290269463592,144.45541148970747,120.58410853951533,803.9471023350933,0.10433516292773984,5
Bosnia and Herzegovina,2020-03-21,2020-04-07,2,1.2818870854290594,1.0477551446480504,0.9822116914509703,0.06814256702363765,0.013952905706408501,0.0035327245416970627,0,20.837742729509802,65.01403018434182,145.77905426081045,99.69068592695378,803.7305565095512,0.12620198661472926,6
Bosnia and Herzegovina,2020-03-22,2020-04-04,2,1.258580695275151,1.060379950818912,0.9830430802189272,0.06710207649129342,0.01691691293919474,0.0033334647255605205,0,18.432669234430215,63.21071731182147,139.45502792174497,80.93206054944098,803.3143541945201,0.15545338306666281,7
Bulgaria,2020-03-23,2020-04-07,2,1.1337698156750198,0.995329534323365,1.0482822759016308,0.038624781737039766,0.024842115564099553,0.012728218759202844,0,25.888332612759452,-3.1827225137085335,40.60835255873145,72.94111434179929,445.3622867816088,0.08277334820878293,1
Bulgaria,2020-03-23,2020-04-08,2,1.1341449429886734,0.9963696256469889,1.0502575893203128,0.03772200273971227,0.02268016250319584,0.01294398338308704,0,25.763984342894997,-5.329370696612827,38.576620896397024,68.06548643108295,445.0497992889505,0.08870252124420679,1
Bulgaria,2020-03-23,2020-04-09,2,1.1338509996312809,0.9974994577493148,1.0510902394235315,0.0373822740707518,0.021733860937798253,0.013118960589016926,0,25.49773833192766,-6.281595200882766,34.66068712227653,50.16407968192169,444.97118802382585,0.12035664352726573,2
Bulgaria,2020-03-23,2020-04-10,2,1.1328003827308306,1.0000432439812739,1.051744209578172,0.03710199224629015,0.020652483511566976,0.013480313742661874,0,24.82558494616708,-7.125611792715862,34.43176769935184,50.879390599772826,445.04200418517695,0.11866455523501025,2
Bulgaria,2020-03-23,2020-04-11,2,1.1315101393798086,1.0023226162749985,1.0516878346975367,0.037081114596641485,0.02013647624395082,0.013814691570463842,0,24.1580668205995,-7.188846877712187,34.494612631950375,47.31871728594719,445.2279437106151,0.12759391214401022,2
Bulgaria,2020-03-23,2020-04-12,2,1.1293733606372602,1.0056295512223326,1.0514304630788702,0.03728283404528702,0.019516717406494695,0.01440766739223124,0,23.140092360591485,-7.134310376579947,37.073167049699194,54.20560878335945,445.5066733345779,0.11138294341975691,2
Bulgaria,2020-03-23,2020-04-13,2,1.127918501948721,1.0075316004016521,1.051073949349592,0.03749509278516373,0.019274229632105313,0.014795270740368332,0,22.51235058930188,-6.87873495055743,39.29908565213954,53.75280098643311,445.6947432023365,0.11232122131968998,2
